cohort,N,scenario,qi_cols,mitigation,K,reps,frac_unique_mean,frac_unique_p95,frac_below_k_mean,frac_below_k_p95,min_k_mean,min_k_p95,p_unique_mean,p_unique_p95,p_below_k_mean,p_below_k_p95,n_cells_mean,n_cells_p95,linkage_p_success_mean
student,200,gender+age_exact,gender|age_exact,age_bands,5,3000,0.006065,0.015,0.023815000000000003,0.04,1.398,3.0,0.006065,0.015,0.023815000000000003,0.04,6.770666666666667,8.0,
student,200,gender+age_exact,gender|age_exact,suppress_k,5,3000,0.0,0.0,0.0,0.0,5.2283333333333335,6.0,0.0,0.0,0.0,0.0,18.610666666666667,21.0,
student,200,gender+age_exact,gender|age_exact,analytic_uniform_heuristic,5,0,1.0,,,,,,1.0,,,,,,
student,200,gender+age_band+status,gender|age_band|student_status,none,5,3000,0.016885,0.03,0.07877833333333333,0.115,1.017,1.0,0.016885,0.03,0.07877833333333333,0.115,14.512333333333334,17.0,
student,200,gender+age_band+status,gender|age_band|student_status,suppress_k,5,3000,0.0,0.0,2.3333333333333336e-05,0.0,6.012,9.0,0.0,0.0,2.3333333333333336e-05,0.0,7.65,9.0,
student,200,gender+age_band+status,gender|age_band|student_status,analytic_uniform_heuristic,5,0,1.0,,,,,,1.0,,,,,,
student,200,gender+age_exact+status,gender|age_exact|student_status,none,5,3000,0.11257833333333334,0.145,0.279615,0.35,1.0,1.0,0.11257833333333334,0.145,0.279615,0.35,51.70433333333333,58.0,0.031241666666666675
student,200,gender+age_exact+status,gender|age_exact|student_status,age_bands,5,3000,0.017120000000000003,0.03,0.07918666666666667,0.115,1.018,1.0,0.017120000000000003,0.03,0.07918666666666667,0.115,14.560333333333332,17.0,
student,200,gender+age_exact+status,gender|age_exact|student_status,suppress_k,5,3000,0.0,0.0,0.0,0.0,5.128,6.0,0.0,0.0,0.0,0.0,17.279,19.0,
student,200,gender+age_exact+status,gender|age_exact|student_status,analytic_uniform_heuristic,5,0,0.32892063349225925,,,,,,0.32892063349225925,,,,,,
student,200,gender+age_band+status+week,gender|age_band|student_status|completion_week,none,5,3000,0.07051666666666667,0.1,0.22307166666666664,0.285,1.0,1.0,0.07051666666666667,0.1,0.22307166666666664,0.285,38.097,43.0,
student,200,gender+age_band+status+week,gender|age_band|student_status|completion_week,suppress_k,5,3000,0.0,0.0,0.0,0.0,5.214666666666667,6.0,0.0,0.0,0.0,0.0,13.581333333333333,16.0,
student,200,gender+age_band+status+week,gender|age_band|student_status|completion_week,analytic_uniform_heuristic,5,0,1.0,,,,,,1.0,,,,,,
student,500,gender,gender,none,5,3000,6.733333333333333e-05,0.0,0.0029633333333333334,0.008,4.871666666666667,9.0,6.733333333333333e-05,0.0,0.0029633333333333334,0.008,3.994,4.0,
student,500,gender,gender,suppress_k,5,3000,6.4e-05,0.0,0.0028186666666666664,0.008,4.917,9.0,6.4e-05,0.0,0.0028186666666666664,0.008,3.982,4.0,
student,500,gender,gender,analytic_uniform_heuristic,5,0,1.0,,,,,,1.0,,,,,,
student,500,gender+age_exact,gender|age_exact,none,5,3000,0.020106666666666665,0.028,0.05723200000000001,0.076,1.0,1.0,0.020106666666666665,0.028,0.05723200000000001,0.076,39.69233333333333,44.0,
student,500,gender+age_exact,gender|age_exact,age_bands,5,3000,0.001756666666666667,0.004,0.010675333333333335,0.02,1.5463333333333333,3.0,0.001756666666666667,0.004,0.010675333333333335,0.02,7.769666666666667,9.0,
student,500,gender+age_exact,gender|age_exact,suppress_k,5,3000,0.0,0.0,0.0,0.0,5.644666666666667,8.0,0.0,0.0,0.0,0.0,23.439333333333334,25.0,
student,500,gender+age_exact,gender|age_exact,analytic_uniform_heuristic,5,0,1.0,,,,,,1.0,,,,,,
student,500,gender+age_band+status,gender|age_band|student_status,none,5,3000,0.005724,0.01,0.028094666666666667,0.044,1.041,1.0,0.005724,0.01,0.028094666666666667,0.044,17.365333333333332,20.0,
student,500,gender+age_band+status,gender|age_band|student_status,suppress_k,5,3000,0.0,0.0,3.866666666666667e-05,0.0,5.567,7.0,0.0,0.0,3.866666666666667e-05,0.0,11.615333333333334,13.0,
student,500,gender+age_band+status,gender|age_band|student_status,analytic_uniform_heuristic,5,0,1.0,,,,,,1.0,,,,,,
student,500,gender+age_exact+status,gender|age_exact|student_status,none,5,3000,0.05346133333333334,0.068,0.18016866666666662,0.21,1.0,1.0,0.05346133333333334,0.068,0.18016866666666662,0.21,74.823,82.0,0.013433333333333335
student,500,gender+age_exact+status,gender|age_exact|student_status,age_bands,5,3000,0.005679333333333333,0.01,0.028238,0.044,1.0426666666666666,1.0,0.005679333333333333,0.01,0.028238,0.044,17.372666666666667,20.0,
student,500,gender+age_exact+status,gender|age_exact|student_status,suppress_k,5,3000,0.0,0.0,0.0,0.0,5.114333333333334,6.0,0.0,0.0,0.0,0.0,24.931,28.0,
student,500,gender+age_exact+status,gender|age_exact|student_status,analytic_uniform_heuristic,5,0,1.0,,,,,,1.0,,,,,,
student,500,gender+age_band+status+week,gender|age_band|student_status|completion_week,none,5,3000,0.029568000000000004,0.04,0.11535466666666667,0.142,1.0,1.0,0.029568000000000004,0.04,0.11535466666666667,0.142,51.583333333333336,57.0,
student,500,gender+age_band+status+week,gender|age_band|student_status|completion_week,suppress_k,5,3000,0.0,0.0,0.0,0.0,5.119666666666666,6.0,0.0,0.0,0.0,0.0,21.85333333333333,24.0,
